Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Somalia, Fed. Rep.",SOM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,34.087,34.114,34.143,34.176,34.224,34.303,34.407,34.485,34.497,34.473,34.438,34.336,34.232,34.2,34.178,34.157,34.135,34.102,34.062,34.03,33.707,33.733,33.922,33.909
"Somalia, Fed. Rep.",SOM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.4077696859001,..,..,70.7099990844727,..
"Somalia, Fed. Rep.",SOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.0596136927225,33.5128183866634,33.9872055053711,34.4719665654476,34.9620706047618,35.4674928136211,35.9982083823331,36.5641925012053,37.1754203605454,37.8418671506609,38.5735080618592,39.380318284448,40.2722730087349,41.2593474250273,42.3515167236328,43.8618107408479,45.942842729174,48.3639630032265,50.9506215336872,51.6421170703225,52.286318011754,52.9060649733324,53.5010115886789,54.0714435506882
"Somalia, Fed. Rep.",SOM,Population growth (annual %),SP.POP.GROW,4.00097862828906,3.98983884745091,3.75080850397474,3.69115278037828,3.68380578936556,3.47204363776718,3.06479248294565,3.11334404047468,2.96295013077131,2.52395215945852,2.48169887268086,0.707617147612372,0.905528519522503,3.22508679396084,3.58614089585868,3.44441462928404,3.8489103342184,3.88144974373944,3.52933303532182,3.67525774477084,3.79592066888979,3.65720037777736,3.0251275475745,3.07939219638342
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,26.664,26.597,26.589,26.484,26.441,26.448,26.382,26.292,26.183,26.325,26.368,26.31,26.179,26.149,26.16,26.063,25.982,26.064,26.18,26.257,27.701,27.628,26.272,26.074
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.19298728463697,7.30898563450799,7.1234323372872,5.458091517212,4.77433934943193,5.54508081154978,1.2021151728969,4.40715667561153,5.16653702854374,6.80733529403308
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,737.612183644052,742.133791107063,743.013270420348,764.634465224597,806.261652944964,844.4483573908,898.464628136774,969.573220191902,1119.15233346969,1150.9375857489,1213.23352553429,1306.34552844977,1400.19357858954,2075.94498424748,2214.62084142432,2376.12554719873,2510.4300076241,2618.95521147369,2718.08338799203,2837.16902340932,2844.88810647853,3025.91126413549,3133.25779772463,3381.29779710722
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,1.74665224985434,0.63761955366632,1.98196734627545,3.12226204699352,3.10496640148299,3.48340699677866,4.96597654553301,11.9586206896552,1.67549587285963,3.95007875923886,5.0687139477798,3.73120950756887,2.70603242872186,1.34186494340162,-0.522166521445793,2.4025290543489,0.577285724560661,0.138836400011405,3.31763203299603,1.77900535643955,1.18086783934059,5.17222088647606,1.44905087029086
Djibouti,DJI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,34.013,33.898,33.794,33.753,33.747,33.715,33.635,33.524,33.407,33.29,33.18,33.071,32.962,32.847,32.72,32.581,32.431,32.272,32.111,31.955,31.564,31.784,31.789,31.775
Djibouti,DJI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.5520825495239,..,..,..,..,..,..
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.3486361649708,72.8935327252495,72.4503357641707,72.0304414068997,71.6452457786012,71.3061450044404,71.0245352095823,70.8118125191918,70.6793730584341,70.6383251554484,70.6486554782903,70.6776532458676,70.7266311335377,70.7969331287484,70.8899032189478,71.0068853915837,71.1492236341041,71.318261933957,71.5153442785902,71.7418146554518,71.9990170519895,72.2882954556515,72.6109938538856,72.8408245988921
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,3.13983453232405,3.16034601005493,3.09696092483835,2.23054155487864,1.53756010632665,1.56648498246787,1.95849040506805,2.16896750475782,2.06043519210448,2.08325510197307,2.03332270229716,1.94884944824561,1.8993890613377,1.85261177020025,1.80056496059208,1.73961273409176,1.68519891610854,1.64286125399062,1.60259372935612,1.55766086478885,1.50228656339009,1.44268944208775,1.40352932560807,1.38410272350128
South Sudan,SSD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.309,12.278,12.235,12.234,12.256,12.266,12.268,12.266,12.298,12.438,12.473,12.585,12.803,12.665,12.561,12.464,12.854,12.983,12.853,12.656,14.246,13.95,12.475,12.374
