Country Name,Country Code,Year,GDP growth (annual %),GDP per capita (current US$),"Inflation, consumer prices (annual %)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Population growth (annual %),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population (% of total population)
Tanzania,TZA,2022,4.56600576430955,1207.52062988281,4.35027204269101,83.77,2.95046658393064,1.573,34.8234736377147
Tanzania,TZA,2023,5.06952353203394,1224.00219726563,3.79923291384916,83.766,2.90250073555304,1.565,35.4748019434954
Uganda,UGA,2000,3.141907338187,258.050338731086,3.39202158512998,74.298,3.14418360294887,3.531,11.6414758125187
Uganda,UGA,2001,5.18366112490236,236.021188853993,1.86512524084773,74.302,3.05906863525199,3.522,11.9013889740088
Uganda,UGA,2002,8.73268576440127,241.984688408335,-0.287508511765196,74.241,3.13158750187579,3.5,12.202793574555
Uganda,UGA,2003,6.47325867166543,250.71543664681,8.68047651566884,74.163,3.15822372497188,3.6,12.5904136719317
Uganda,UGA,2004,6.80723334361883,292.38185796262,3.72128743978228,74.099,2.99944519470383,2.699,13.1221118400615
Uganda,UGA,2005,6.33256511623156,330.405402707025,8.44872642299532,74.029,2.93492118829227,1.9,13.7907239496723
Uganda,UGA,2006,10.7847443857453,346.518255310647,7.31067613561864,73.919,2.92745935131587,2.264,14.5851520274647
Uganda,UGA,2007,8.41242596551071,401.389130865581,6.1385108328505,73.803,2.94106654284048,2.667,15.494298100139
Uganda,UGA,2008,8.70875190154499,472.842681495852,12.0508555482886,73.661,2.9444861420196,3.035,16.5070641943955
Uganda,UGA,2009,6.80151734860395,798.947089938247,13.0172561889185,73.508,2.94129171098808,3.6,17.6123523369348
Uganda,UGA,2010,5.63761163749757,823.488144282,3.97655288478168,73.35,2.9438913354304,3.623,18.7990645544572
Uganda,UGA,2011,9.3916554927176,835.620060555838,16.5643496174515,80.156,2.93194913680129,3.523,20.0561028736631
Uganda,UGA,2012,3.83745560605229,795.222867553127,12.6790377224659,69.919,2.90422608403173,3.551,21.372369321253
Uganda,UGA,2013,3.58690582623025,818.285427416713,4.90520875694557,84.524,2.86955163863091,1.91,22.7367659239271
Uganda,UGA,2014,5.10630732539796,896.054795546394,3.07570668958641,77.206,2.95144499872136,2.357,24.1938503391826
Uganda,UGA,2015,5.18785986002466,862.934610355811,5.58968606251725,75.584,3.07329293941893,2.681,24.9777856560427
Uganda,UGA,2016,4.78100029254482,752.696571725656,5.70637504616212,73.777,3.32192491389275,3.002,25.6953567134098
Uganda,UGA,2017,3.13140551723596,765.218332297361,5.20971705914209,71.759,3.49059590870242,3.428,26.4139260579546
Uganda,UGA,2018,6.30392378262997,792.16570022814,2.61601190952274,74.794,3.39741097582772,3.249,27.1280475018884
Uganda,UGA,2019,6.43874503276439,822.171150036357,2.867588034469,77.242,3.39132142318772,3.057,27.8369781799403
Uganda,UGA,2020,2.95130642218098,845.766463890124,3.31332289544502,78.009,3.33341751069644,3.819,28.5399752271502
